codigo_mec_documento;codigo_inep;nome_escola_original;nome_escola_cadastro;municipio_documento;municipio_cadastro;uf;status_matching;nivel_confianca;justificativa;fonte_cadastro;documento_origem;pagina_origem;observacao
41130200;41130200;CURITIBA JOAO WISLINSKI, C E PE-EF M N;JOAO WISLINSKI C E CM PEEF M N P;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (JOAO, WISLINSKI).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41130243;41130243;CURITIBA JOSE BUSNARDO, C E - EF M;JOSE BUSNARDO C E EF M;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (BUSNARDO, JOSE).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Rede Estadual.
41130308;41130308;CURITIBA JOSÉ GUIMARÃES, C E PROF - EM PROFIS;JOSE GUIMARAES C E PROFEM PROFIS;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (GUIMARAES, JOSE).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Rede Estadual.
41130359;41130359;CURITIBA JULIO MESQUITA, C E PROF-EF M PROFIS;JULIO MESQUITA C E CM PROFEF M PROFIS;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (JULIO, MESQUITA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41130421;41130421;CURITIBA LAMENHA LINS, C E PRES-EF M PROFIS;LAMENHA LINS C E CM PRESEF M P;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (LAMENHA, LINS).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41130618;41130618;CURITIBA LOUREIRO FERNANDES, C E PROF - EF M PROFIS;LOUREIRO FERNANDES C E PROFEF M PROFIS;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (FERNANDES, LOUREIRO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Rede Estadual.
41130685;41130685;CURITIBA LUIZA ROSS, C E PROFA-EF M PROFIS;LUIZA ROSS C E CM PROFAEF M P;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (LUIZA, ROSS).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41130723;41130723;CURITIBA LYSIMACO F COSTA, C E PROF-EF M;LYSIMACO F COSTA C E PROFEF M P;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (COSTA, F, LYSIMACO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41130936;41130936;CURITIBA MARIA MONTESSORI, C E-EF M 5;MARIA MONTESSORI C EEF M;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (MARIA, MONTESSORI).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41130952;41130952;CURITIBA MARIA PEREIRA MARTINS, E E - EF;MARIA P MARTINS E EEF;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (MARIA, MARTINS).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Rede Estadual.
41131223;41131223;CURITIBA MILTON CARNEIRO, C E-EF M PROFIS;MILTON CARNEIRO C E CMEF M P;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (CARNEIRO, MILTON).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual.
41131479;41131479;CURITIBA NATALIA REGINATO, C E-EF M PROFIS;NATALIA REGINATO C EEF M PROFIS;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (NATALIA, REGINATO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual.
41132475;41132475;CURITIBA PINHEIRO DO PARANA, C E-EF M PROFIS;PINHEIRO DO PARANA C E CMEF M P;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (PARANA, PINHEIRO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual.
41132718;41132718;CURITIBA PROTASIO DE CARVALHO, C E-EF M PROFIS;PROTASIO DE CARVALHO C EEF M PROFIS;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (CARVALHO, PROTASIO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual.
41132955;41132955;CURITIBA ROBERTO LANGER JUNIOR, C E-EF M PROFIS;ROBERTO LANGER JUNIOR C EEF M PROFIS;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (JUNIOR, LANGER, ROBERTO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual.
41133137;41133137;CURITIBA SANTA FELICIDADE, C E-EF M PROFIS;SANTA FELICIDADE C E CMEF M P;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (FELICIDADE, SANTA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual.
41133200;41133200;CURITIBA SANTO ANTONIO, E E-EF;SANTO ANTONIO C E CMEF M;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (ANTONIO, SANTO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual.
41133226;41133226;CURITIBA SANTOS DUMONT, C E - EF M;SANTOS DUMONT C EEF M;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (DUMONT, SANTOS).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Rede Estadual.
41133358;41133358;CURITIBA SAO PAULO APOSTOLO, C E-EF M PROFIS;SAO PAULO APOSTOLO C EEF M PROFIS;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (APOSTOLO, PAULO, SAO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual.
41134419;41134419;CURITIBA XAVIER DA SILVA, C E DR-EF M PROFIS;XAVIER DA SILVA C E DREF M PROFIS;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (SILVA, XAVIER).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual.
41134516;41134516;DECIO DOSSI, C E DR-EF M;DECIO DOSSI C E DREF M PROFIS;Fazenda Rio Grande;Fazenda Rio Grande;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Fazenda Rio Grande' idêntico e termos significativos concordantes (DECIO, DOSSI).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41135784;41135784;LEOCADIA B RAMOS, C E-EF M PROFIS N;LEOCADIA B RAMOS C EEF M PROFIS;Pinhais;Pinhais;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Pinhais' idêntico e termos significativos concordantes (B, LEOCADIA, RAMOS).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;1;Rede Estadual.
41136276;41136276;VILA MACEDO, C E-EF M PROFIS;VILA MACEDO C E CMEF M;Piraquara;Piraquara;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Piraquara' idêntico e termos significativos concordantes (MACEDO, VILA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1122023_gsseed_expansao.pdf;1;Rede Estadual.
41137361;41137361;ARNALDO JANSEN, C E PE-EF M PROF;ARNALDO JANSEN C E CM PEEF M PROFIS;Pinhais;São José dos Pinhais;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'São José dos Pinhais' identificado no cabeçalho/texto e termos nominais concordantes (ARNALDO, JANSEN).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41137698;41137698;MARIA VIDAL NOVAES, E E-EF;MARIA VIDAL NOVAES E EEF;Pinhais;São José dos Pinhais;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'São José dos Pinhais' identificado no cabeçalho/texto e termos nominais concordantes (MARIA, NOVAES, VIDAL).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41137809;41137809;GODOFREDO MACHADO, E E-EF;GODOFREDO MACHADO E EEF;Pinhais;São José dos Pinhais;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'São José dos Pinhais' identificado no cabeçalho/texto e termos nominais concordantes (GODOFREDO, MACHADO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41138422;41138422;SILVEIRA DA MOTTA, C E-EF M PROFIS;SILVEIRA DA MOTTA C EEF M PROFIS;Pinhais;São José dos Pinhais;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'São José dos Pinhais' identificado no cabeçalho/texto e termos nominais concordantes (MOTTA, SILVEIRA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41138937;41138937;ANTONINA ROCHA POMBO, C E - EF M P 19;ROCHA POMBO C EEF M P;Paranaguá;Antonina;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'Antonina' identificado no cabeçalho/texto e termos nominais concordantes (POMBO, ROCHA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41140052;41140052;MATINHOS SERTAOZINHO, C E-E F M N PROFIS;SERTAOZINHO C E CMEF M N PROFIS;Paranaguá;Matinhos;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'Matinhos' identificado no cabeçalho/texto e termos nominais concordantes (SERTAOZINHO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41140788;41140788;PARANAGUÁ JOSE BONIFÁCIO, C E - EF M PROFIS;JOSE BONIFACIO C EEF M PROFIS;Paranaguá;Paranaguá;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Paranaguá' idêntico e termos significativos concordantes (BONIFACIO, JOSE).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;3;Rede Estadual.
41141121;41141121;PARANAGUA REGINA M B DE MELLO, C E PROFA-EF M;REGINA M B DE MELLO C E PROFAEF M;Paranaguá;Paranaguá;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Paranaguá' idêntico e termos significativos concordantes (B, MELLO, REGINA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Rede Estadual.
41141156;41141156;PARANAGUA ROQUE VERNALHA, E E DR-EF;ROQUE VERNALHA E E DREF;Paranaguá;Paranaguá;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Paranaguá' idêntico e termos significativos concordantes (ROQUE, VERNALHA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1102023_gsseed.pdf;1;Rede Estadual.
41141288;41141288;PARANAGUÁ ZILAH DOS S BATISTA, C E PROFA- EF M P;ZILAH DOS S BATISTA C E PROFAEF M P;Paranaguá;Paranaguá;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Paranaguá' idêntico e termos significativos concordantes (BATISTA, S, ZILAH).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;3;Rede Estadual.
41144201;41144201;GUARAPUAVA MARIA DE J P GUIMARÃES, C E PROFA, EF M;MARIA DE J P GUIMARAES C E C PROFAEF M;Guarapuava;Guarapuava;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Guarapuava' idêntico e termos significativos concordantes (GUIMARAES, J, MARIA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Rede Estadual.
41144929;41144929;LARANJEIRAS DO SUL JOSÉ MARCONDES SOBRINHO;JOSE MARCONDES SOBRINHO C EEF M;Laranjeiras do Sul;Laranjeiras do Sul;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Laranjeiras do Sul' idêntico e termos significativos concordantes (JOSE, MARCONDES, SOBRINHO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Rede Estadual.
41146093;41146093;ENGENHEIRO BELTRÃO ANTONIO VIEIRA, C E PE-EF M;ANTONIO VIEIRA C E CM PEEF M;Campo Mourão;São José dos Pinhais;PR;AMBÍGUO;Nível 2 (Divergência de Município por Erro de Digitação da SEED);No Edital nº 125/2025 constou o código 41146093 (Colégio Antonio Vieira em São José dos Pinhais) associado a Engenheiro Beltrão. No Edital nº 136/2025, o Estado retificou o código para 41016254 (Colégio Antonio Vieira em Engenheiro Beltrão).;INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Erro material do Edital nº 125/2025 retificado no Edital nº 136/2025.
41148550;41148550;FOZ DO IGUACU SANTA RITA, E E-EF;SANTA RITA E E CMEF;Foz do Iguaçu;Foz do Iguaçu;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Foz do Iguaçu' idêntico e termos significativos concordantes (RITA, SANTA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual.
41150902;41150902;PLANTA DEODORO, C E-EF M;PLANTA DEODORO C E CM EF M;Piraquara;Piraquara;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Piraquara' idêntico e termos significativos concordantes (DEODORO, PLANTA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41158806;41158806;ROCHA POMBO, C E-EF M;ROCHA POMBO C E CMEF M;Araucária;Araucária;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Araucária' idêntico e termos significativos concordantes (POMBO, ROCHA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41164920;41164920;ARAPONGAS IRONDI MANTOVANI PUGLIESI, C E-EF M;IRONDI MANTOVANI PUGLIESI C E CMEF M;Apucarana;Arapongas;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'Arapongas' identificado no cabeçalho/texto e termos nominais concordantes (IRONDI, MANTOVANI, PUGLIESI).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;1;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41167090;41167090;CASCAVEL ANDREIA NERES DOS SANTOS, C E PROFA-EFM;ANDREIA NERES DOS SANTOS C E PROFAEFM;Cascavel;Cascavel;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Cascavel' idêntico e termos significativos concordantes (ANDREIA, NERES, SANTOS).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Rede Estadual.
41354273;41354273;PONTA GROSSA EDISON PIETROBELLI, C E PROF-EF M;EDISON PIETROBELLI E E CM PROFEF;Ponta Grossa;Ponta Grossa;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Ponta Grossa' idêntico e termos significativos concordantes (EDISON, PIETROBELLI).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Rede Estadual.
41355156;41355156;LONDRINA THIAGO TERRA, C E-EF M PROF;THIAGO TERRA C E CMEF M PROF;Londrina;Londrina;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Londrina' idêntico e termos significativos concordantes (TERRA, THIAGO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Rede Estadual.
41356136;41356136;LONDRINA RINA M DE J FRANCOVIG, C E PROFA-EF M;RINA M DE J FRANCOVIG C E PROFAEF M;Londrina;Londrina;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Londrina' idêntico e termos significativos concordantes (FRANCOVIG, J, RINA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Rede Estadual.
41357027;41357027;CURITIBA TEOBALDO L KLETEMBERG, C E PR-EF M P;TEOBALDO L KLETEMBERG C E PREF M P;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (KLETEMBERG, L, TEOBALDO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual.
41358872;41358872;LONDRINA JOAO RODRIGUES DA SILVA, C E PROF-EF M;JOAO R DA SILVA E E CM PROFEF;Londrina;Londrina;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Londrina' idêntico e termos significativos concordantes (JOAO, SILVA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1102023_gsseed.pdf;1;Rede Estadual.
41360567;41360567;WALDE ROSI GALVAO, C E-EF M;WALDE ROSI GALVAO C EEF M;Pinhais;Pinhais;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Pinhais' idêntico e termos significativos concordantes (GALVAO, ROSI, WALDE).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41366620;41366620;PARANAGUA VIDAL VANHONI, C E PROF-EF M;VIDAL VANHONI C E PROFEF M;Paranaguá;Paranaguá;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Paranaguá' idêntico e termos significativos concordantes (VANHONI, VIDAL).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1102023_gsseed.pdf;1;Rede Estadual.
41370597;41370597;CURITIBA PILAR MATURANA, C E-EF M P;PILAR MATURANA C EEF M P;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (MATURANA, PILAR).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual.
